   7.8125002e-01   1.5737292e-01
   1.5625000e+00   2.6807644e-01
   2.3437501e+00   3.6396810e-01
   3.1250001e+00   4.6783982e-01
   3.9062501e+00   5.6883227e-01
   4.6875001e+00   6.1128359e-01
   5.4687501e+00   6.8434642e-01
   6.2500001e+00   8.1245906e-01
   7.0312502e+00   1.0011569e+00
   7.8125002e+00   1.1906321e+00
   8.5937502e+00   1.3384894e+00
   9.3750002e+00   1.4327926e+00
   1.0156250e+01   1.5253139e+00
   1.0937500e+01   1.5990944e+00
   1.1718750e+01   1.6310191e+00
   1.2500000e+01   1.5290632e+00
   1.3281250e+01   1.3628949e+00
   1.4062500e+01   1.1865624e+00
   1.4843750e+01   1.1116328e+00
   1.5625000e+01   1.0184317e+00
   1.6406250e+01   8.9080510e-01
   1.7187500e+01   7.7658028e-01
   1.7968750e+01   7.2641431e-01
   1.8750000e+01   7.5196775e-01
   1.9531250e+01   7.7012677e-01
