   7.8125002e-01   1.2035516e-01
   1.5625000e+00   1.8917858e-01
   2.3437501e+00   3.1837998e-01
   3.1250001e+00   5.5984866e-01
   3.9062501e+00   8.7315870e-01
   4.6875001e+00   1.2250540e+00
   5.4687501e+00   1.5398808e+00
   6.2500001e+00   1.8073726e+00
   7.0312502e+00   2.0317711e+00
   7.8125002e+00   2.2192308e+00
   8.5937502e+00   2.3250432e+00
   9.3750002e+00   2.2477360e+00
   1.0156250e+01   1.9712014e+00
   1.0937500e+01   1.5383029e+00
   1.1718750e+01   1.2938327e+00
   1.2500000e+01   1.1710581e+00
   1.3281250e+01   1.1762647e+00
   1.4062500e+01   1.1731582e+00
   1.4843750e+01   1.1869261e+00
   1.5625000e+01   1.2306563e+00
   1.6406250e+01   1.3235392e+00
   1.7187500e+01   1.4015065e+00
   1.7968750e+01   1.4455677e+00
   1.8750000e+01   1.4479362e+00
   1.9531250e+01   1.4082756e+00
