   7.8125002e-01   7.7626133e-02
   1.5625000e+00   1.1430362e-01
   2.3437501e+00   1.7575534e-01
   3.1250001e+00   2.8547767e-01
   3.9062501e+00   4.3565256e-01
   4.6875001e+00   6.1101883e-01
   5.4687501e+00   8.5852588e-01
   6.2500001e+00   1.1498580e+00
   7.0312502e+00   1.4405275e+00
   7.8125002e+00   1.6934263e+00
   8.5937502e+00   1.9009583e+00
   9.3750002e+00   2.0834508e+00
   1.0156250e+01   2.1903800e+00
   1.0937500e+01   2.2439791e+00
   1.1718750e+01   2.1761446e+00
   1.2500000e+01   2.0327490e+00
   1.3281250e+01   1.8172442e+00
   1.4062500e+01   1.7273729e+00
   1.4843750e+01   1.7316219e+00
   1.5625000e+01   1.7538800e+00
   1.6406250e+01   1.7933564e+00
   1.7187500e+01   1.8454091e+00
   1.7968750e+01   1.8653400e+00
   1.8750000e+01   1.8604368e+00
   1.9531250e+01   1.7855920e+00
