   7.8125002e-01   9.6274361e-02
   1.5625000e+00   1.7613557e-01
   2.3437501e+00   2.8155286e-01
   3.1250001e+00   4.1757998e-01
   3.9062501e+00   5.6651476e-01
   4.6875001e+00   6.9886311e-01
   5.4687501e+00   7.9931098e-01
   6.2500001e+00   8.9812541e-01
   7.0312502e+00   1.0177767e+00
   7.8125002e+00   1.1907740e+00
   8.5937502e+00   1.3338698e+00
   9.3750002e+00   1.4409594e+00
   1.0156250e+01   1.4979062e+00
   1.0937500e+01   1.6383607e+00
   1.1718750e+01   1.8481091e+00
   1.2500000e+01   2.0373937e+00
   1.3281250e+01   2.1359177e+00
   1.4062500e+01   2.1727553e+00
   1.4843750e+01   2.2258490e+00
   1.5625000e+01   2.3206964e+00
   1.6406250e+01   2.4323124e+00
   1.7187500e+01   2.4887318e+00
   1.7968750e+01   2.4697495e+00
   1.8750000e+01   2.3522205e+00
   1.9531250e+01   2.2321685e+00
