   7.8125002e-01   1.1825722e-01
   1.5625000e+00   1.7332773e-01
   2.3437501e+00   2.2758409e-01
   3.1250001e+00   3.0683217e-01
   3.9062501e+00   3.9044146e-01
   4.6875001e+00   4.8579355e-01
   5.4687501e+00   5.9472986e-01
   6.2500001e+00   7.3924547e-01
   7.0312502e+00   9.6254270e-01
   7.8125002e+00   1.3344848e+00
   8.5937502e+00   1.7532887e+00
   9.3750002e+00   2.1596559e+00
   1.0156250e+01   2.4894515e+00
   1.0937500e+01   2.7435430e+00
   1.1718750e+01   2.9687983e+00
   1.2500000e+01   3.0838618e+00
   1.3281250e+01   3.0575230e+00
   1.4062500e+01   2.7893393e+00
   1.4843750e+01   2.3828247e+00
   1.5625000e+01   1.9681632e+00
   1.6406250e+01   1.7726606e+00
   1.7187500e+01   1.7815424e+00
   1.7968750e+01   1.8055530e+00
   1.8750000e+01   1.8160572e+00
   1.9531250e+01   1.7855357e+00
