   7.8125002e-01   5.7294896e-01
   1.5625000e+00   7.1633532e-01
   2.3437501e+00   8.7037192e-01
   3.1250001e+00   1.0308560e+00
   3.9062501e+00   1.1814641e+00
   4.6875001e+00   1.2991046e+00
   5.4687501e+00   1.3381508e+00
   6.2500001e+00   1.3417676e+00
   7.0312502e+00   1.2970961e+00
   7.8125002e+00   1.1794431e+00
   8.5937502e+00   9.8395209e-01
   9.3750002e+00   7.8755742e-01
   1.0156250e+01   7.1687581e-01
   1.0937500e+01   6.6872876e-01
   1.1718750e+01   7.1784464e-01
   1.2500000e+01   7.9922853e-01
   1.3281250e+01   8.8314523e-01
   1.4062500e+01   9.8267181e-01
   1.4843750e+01   1.0643352e+00
   1.5625000e+01   1.1459999e+00
   1.6406250e+01   1.1606739e+00
   1.7187500e+01   1.1672840e+00
   1.7968750e+01   1.1373052e+00
   1.8750000e+01   1.1397791e+00
   1.9531250e+01   1.1016168e+00
