   7.8125002e-01   1.6267479e-01
   1.5625000e+00   2.2190061e-01
   2.3437501e+00   2.7300537e-01
   3.1250001e+00   3.2078880e-01
   3.9062501e+00   4.1085379e-01
   4.6875001e+00   5.6043010e-01
   5.4687501e+00   7.1813506e-01
   6.2500001e+00   8.2659252e-01
   7.0312502e+00   8.7890153e-01
   7.8125002e+00   9.8629088e-01
   8.5937502e+00   1.3820343e+00
   9.3750002e+00   1.9179228e+00
   1.0156250e+01   2.4274964e+00
   1.0937500e+01   2.6788338e+00
   1.1718750e+01   2.8827928e+00
   1.2500000e+01   3.1472671e+00
   1.3281250e+01   3.4337971e+00
   1.4062500e+01   3.5742831e+00
   1.4843750e+01   3.1202777e+00
   1.5625000e+01   2.4305933e+00
   1.6406250e+01   1.6470717e+00
   1.7187500e+01   1.3753538e+00
   1.7968750e+01   1.1527708e+00
   1.8750000e+01   9.3402588e-01
   1.9531250e+01   6.6040207e-01
