   7.8125002e-01   1.0973443e-01
   1.5625000e+00   3.2830670e-01
   2.3437501e+00   7.0042684e-01
   3.1250001e+00   1.1285669e+00
   3.9062501e+00   1.4722693e+00
   4.6875001e+00   1.6975499e+00
   5.4687501e+00   1.9547417e+00
   6.2500001e+00   2.2411417e+00
   7.0312502e+00   2.5192985e+00
   7.8125002e+00   2.3657735e+00
   8.5937502e+00   1.8219238e+00
   9.3750002e+00   1.0076566e+00
   1.0156250e+01   6.3870347e-01
   1.0937500e+01   5.8379932e-01
   1.1718750e+01   6.0821405e-01
   1.2500000e+01   7.0994979e-01
   1.3281250e+01   8.3286802e-01
   1.4062500e+01   9.7590646e-01
   1.4843750e+01   1.1080265e+00
   1.5625000e+01   1.2169090e+00
   1.6406250e+01   1.2967582e+00
   1.7187500e+01   1.2880489e+00
   1.7968750e+01   1.1337305e+00
   1.8750000e+01   8.1788668e-01
   1.9531250e+01   3.8794550e-01
