   7.8125002e-01   2.3221165e-01
   1.5625000e+00   3.5852922e-01
   2.3437501e+00   4.9624542e-01
   3.1250001e+00   6.7598528e-01
   3.9062501e+00   8.9670273e-01
   4.6875001e+00   1.1285709e+00
   5.4687501e+00   1.3448348e+00
   6.2500001e+00   1.5184615e+00
   7.0312502e+00   1.6664262e+00
   7.8125002e+00   1.7805008e+00
   8.5937502e+00   1.8392599e+00
   9.3750002e+00   1.8055921e+00
   1.0156250e+01   1.6568005e+00
   1.0937500e+01   1.5234211e+00
   1.1718750e+01   1.4523751e+00
   1.2500000e+01   1.4687561e+00
   1.3281250e+01   1.5155339e+00
   1.4062500e+01   1.5791723e+00
   1.4843750e+01   1.6041950e+00
   1.5625000e+01   1.5671400e+00
   1.6406250e+01   1.4720232e+00
   1.7187500e+01   1.3261832e+00
   1.7968750e+01   1.1896654e+00
   1.8750000e+01   1.1029017e+00
   1.9531250e+01   1.0542939e+00
