   7.8125002e-01   1.3383788e-01
   1.5625000e+00   4.3101779e-01
   2.3437501e+00   7.8770453e-01
   3.1250001e+00   1.1862963e+00
   3.9062501e+00   1.5066154e+00
   4.6875001e+00   1.7881801e+00
   5.4687501e+00   2.0784710e+00
   6.2500001e+00   2.3801293e+00
   7.0312502e+00   2.5760805e+00
   7.8125002e+00   2.4097553e+00
   8.5937502e+00   1.9179703e+00
   9.3750002e+00   1.2370741e+00
   1.0156250e+01   8.3625395e-01
   1.0937500e+01   5.0897933e-01
   1.1718750e+01   3.9606609e-01
   1.2500000e+01   4.4512160e-01
   1.3281250e+01   5.0854893e-01
   1.4062500e+01   5.7939332e-01
   1.4843750e+01   6.7470789e-01
   1.5625000e+01   8.2209762e-01
   1.6406250e+01   9.7637265e-01
   1.7187500e+01   1.1251263e+00
   1.7968750e+01   1.2247260e+00
   1.8750000e+01   1.2921858e+00
   1.9531250e+01   1.3424344e+00
