   7.8125002e-01   1.5091157e-01
   1.5625000e+00   2.9909824e-01
   2.3437501e+00   4.8045498e-01
   3.1250001e+00   7.9479474e-01
   3.9062501e+00   1.1542994e+00
   4.6875001e+00   1.5509550e+00
   5.4687501e+00   1.9242646e+00
   6.2500001e+00   2.2699837e+00
   7.0312502e+00   2.5993407e+00
   7.8125002e+00   2.8620355e+00
   8.5937502e+00   3.0115716e+00
   9.3750002e+00   2.9862697e+00
   1.0156250e+01   2.6684548e+00
   1.0937500e+01   2.2385292e+00
   1.1718750e+01   1.7942564e+00
   1.2500000e+01   1.5779585e+00
   1.3281250e+01   1.2568076e+00
   1.4062500e+01   9.7884141e-01
   1.4843750e+01   7.7657523e-01
   1.5625000e+01   6.8495556e-01
   1.6406250e+01   6.2142986e-01
   1.7187500e+01   5.1341992e-01
   1.7968750e+01   3.9764864e-01
   1.8750000e+01   3.1452017e-01
   1.9531250e+01   2.1766301e-01
