#  7     1
G04   0.01014 0.9  P
G06   0.02654 0.9  P
G07   0.00481 0.9  P
G08   0.01129 0.9  P
G09   0.02382 0.9  P
G10   0.02346 0.9  P
G12   0.04313 0.9  P
#  8912  101
G03   0.00172 0.9  P
G06   0.03412 0.9  P
G07   0.02330 1.0  P
G08   0.00808 0.9  P
G09   0.01708 0.9  P
G10   0.00357 0.9  P
G13   0.00264 0.9  P
G14   0.00058 0.9  P
#  8963  102
G04   0.00177 0.9  P
G06   0.01288 0.9  P
G07   0.02352 0.9  P
G08   0.00403 0.9  P
#  9022  103
G01   0.02245 0.9  P
G02   0.01099 0.9  P
G03   0.00890 1.0  P
#  9034  104
G03   0.00971 0.9  P
G06   0.02936 1.0  P
G07   0.00564 0.9  P
G08   0.01572 0.9  P
G09   0.01474 0.9  P
G10   0.01792 0.9  P
#  9067  105
G02   0.03273 0.9  P
G03   0.00139 0.9  P
G04   0.02188 0.9  P
G06   0.00844 1.0  P
G08   0.00471 0.9  P
G10   0.01289 1.0  P
G12   0.02918 0.9  P
G13   0.00208 0.9  P
G14   0.01067 0.9  P
#  9129  106
G10   0.01336 0.9  P
G13   0.00133 0.7  P
G16   0.03434 0.9  P
#  9276  107
G08   0.03065 1.0  P
G13   0.00030 0.9  P
G14   0.00801 0.9  P
#  9555  108
G05   0.01080 1.0  P
G06   0.00171 1.0  P
G09   0.02679 1.0  P
G10   0.00007 0.9  P
G13   0.00115 0.9  P
#  9560  109
G03   0.00616 0.9  P
G06   0.01914 0.9  P
G07   0.03885 0.9  P
G08   0.00033 0.9  P
G09   0.01281 0.9  P
G10   0.01074 0.9  P
G12   0.03292 0.9  P
#  9607  110
G06   0.02039 0.9  P
G07   0.03285 1.0  P
G09   0.02610 0.9  P
G10   0.00858 0.9  P
G12   0.03416 0.9  P
#  9772  111
G06   0.01576 0.9  P
G09   0.02574 0.9  P
G10   0.03020 0.9  P
G13   0.00505 0.9  P
#  11737 112
G01   0.00129 0.9  P
G03   0.00890 0.9  P
G06   0.01838 0.9  P
G07   0.03555 0.9  P
G08   0.03840 1.0  P
#  11835 113
G09   0.03713 0.9  P
G12   0.01749 0.9  P
G13   0.00724 0.9  P
#  11930 114
G09   0.02264 0.9  P
G12   0.02476 0.9  P
G16   0.04152 0.9  P
#  12161 115
G06   0.02465 0.9  P
G08   0.05191 0.9  P
G10   0.01301 0.9  P
G12   0.04672 0.9  P
G13   0.00339 0.9  P
G14   0.01903 0.9  P
#  12249 116
G06   0.01629 0.9  P
G10   0.00822 0.9  P
G13   0.00240 0.9  P
G16   0.05205 0.9  P
#  12303 117
G06   0.01655 0.9  P
G07   0.00714 0.9  P
G09   0.00790 0.9  P
G10   0.00877 0.9  P
G12   0.02540 0.9  P
#  12314 118
G06   0.01957 1.0  P
G09   0.01506 1.0  P
G10   0.01188 0.9  P
G12   0.02976 0.9  P
#  12322 119
G06   0.00611 0.9  P
G09   0.00072 0.9  P
G10   0.00274 0.9  P
G12   0.00156 0.9  P
G13   0.00351 0.9  P
#  12343 120
G03   0.00040 1.0  P
G04   0.00052 0.9  P
G06   0.01430 0.9  P
G09   0.01167 0.9  P
G10   0.01407 0.9  P
G12   0.05160 0.9  P
#  12372 121
G06   0.00945 1.0  P
G07   0.00294 0.9  P
G10   0.00081 0.9  P
G13   0.00693 0.9  P
#  12411 122
G06   0.01526 0.9  P
G07   0.01552 1.0  P
G09   0.02551 0.9  P
G10   0.00045 0.9  P
G12   0.02574 0.9  P
#  12482 123
G01   0.05504 0.9  P
G04   0.01574 0.9  P
G06   0.03260 1.0  P
G07   0.00191 0.9  P
G09   0.00992 1.0  P
G10   0.00707 0.9  P
G13   0.00056 0.9  P
#  12976 124
G02   0.00230 0.9  P
G06   0.01402 0.9  P
G07   0.01722 0.9  P
#  13137 125
G03   0.01704 1.0  P
G05   0.00031 0.9  P
G06   0.01723 0.9  P
G07   0.03193 0.9  P
G09   0.02975 1.0  P
G10   0.03234 0.9  P
G12   0.03535 0.9  P
G13   0.02820 0.9  P
#  13139 126
G06   0.00190 1.0  P
G10   0.00238 0.9  P
G13   0.00098 0.9  P
G16   0.03127 0.9  P
#  13157 127
G03   0.00014 0.9  P
G06   0.00049 0.9  P
G07   0.02640 0.9  P
#  13165 128
G01   0.04558 1.0  P
G03   0.01151 0.9  P
G04   0.01596 0.9  P
G06   0.03909 0.9  P
G07   0.01090 0.9  P
G08   0.03949 0.9  P
G10   0.01795 0.9  P
#  13695 129
G01   0.05383 0.9  P
G06   0.02435 0.9  P
G07   0.00069 0.9  P
G09   0.01221 0.9  P
G10   0.01114 0.9  P
G12   0.01667 0.9  P
G13   0.00467 0.9  P
#  13783 130
G03   0.00355 0.9  P
G06   0.00006 0.9  P
G13   0.00085 0.9  P
#  13857 131
G03   0.00272 1.0  P
G04   0.01145 0.9  P
G06   0.02400 0.9  P
G08   0.02788 0.9  P
G09   0.02014 0.9  P
#  14022 132
G03   0.00669 1.0  P
G06   0.00305 0.9  P
G09   0.02568 0.9  P
G10   0.00371 0.9  P
G12   0.00999 0.9  P
G13   0.00096 0.9  P
#  14048 133
G03   0.00500 0.9  P
G06   0.00022 1.0  P
G08   0.02664 0.9  P
G13   0.00075 0.9  P
#  14096 134
G01   0.00244 0.9  P
G06   0.01780 0.9  P
G07   0.00374 0.9  P
G09   0.02749 0.9  P
#  14128 135
G03   0.00258 0.9  P
G04   0.01260 0.9  P
G06   0.02090 1.0  P
G07   0.00323 0.9  P
G09   0.01259 1.0  P
G10   0.01837 0.9  P
#  14158 136
G10   0.01315 0.9  P
G13   0.01170 0.9  P
G16   0.03905 0.9  P
#  14180 137
G03   0.01796 0.9  P
G06   0.01218 0.9  P
G07   0.00063 0.9  P
G08   0.04266 0.9  P
G09   0.01176 1.0  P
G10   0.01676 0.9  P
G13   0.00004 1.0  P
#  14535 138
G12   0.02216 0.9  P
G13   0.00191 0.9  P
G16   0.03452 0.9  P
#  14737 139
G01   0.04869 0.9  P
G03   0.00422 0.9  P
G04   0.01334 0.9  P
G06   0.02920 0.9  P
G07   0.00244 0.9  P
G08   0.03800 0.9  P
G09   0.01368 1.0  P
G10   0.01282 0.9  P
G13   0.00042 0.9  P
G14   0.02196 0.9  P
#  14794 140
G01   0.04400 0.9  P
G03   0.00592 0.9  P
G04   0.01445 0.9  P
G06   0.01913 0.9  P
G07   0.00576 0.9  P
G08   0.02942 1.0  P
G09   0.02004 0.9  P
G10   0.01335 0.9  P
G12   0.03583 0.9  P
G13   0.01982 0.9  P
G14   0.01632 0.9  P
#  15120 141
G02   0.00342 0.9  P
G03   0.00108 0.9  P
G04   0.00357 0.9  P
#  15125 142
G03   0.01383 0.9  P
G06   0.02463 0.9  P
G09   0.00284 0.9  P
G12   0.01083 0.9  P
G13   0.00044 0.9  P
G14   0.02227 0.9  P
G16   0.04907 0.9  P
#  15185 143
G02   0.02359 0.9  P
G04   0.01289 0.9  P
G06   0.00964 0.9  P
#  15499 144
G04   0.00951 0.9  P
G06   0.02358 0.9  P
G07   0.01938 0.9  P
G08   0.00426 0.9  P
#  15565 145
G01   0.01762 0.9  P
G04   0.01400 1.0  P
G06   0.02440 0.9  P
G07   0.01795 1.0  P
G08   0.00717 0.9  P
#  15577 146
G02   0.05797 0.9  P
G03   0.02228 1.0  P
G04   0.02505 0.9  P
G06   0.04723 0.9  P
G08   0.02463 1.0  P
G09   0.02724 0.9  P
G10   0.00762 0.9  P
G12   0.01920 0.9  P
G13   0.00559 0.9  P
#  15669 147
G03   0.01851 0.9  P
G06   0.01813 0.9  P
G07   0.00823 0.9  P
G09   0.01721 0.9  P
G10   0.02346 0.9  P
G12   0.04382 0.9  P
G13   0.00702 0.9  P
#  15775 148
G06   0.00288 0.9  P
G07   0.03632 0.9  P
G08   0.05395 0.9  P
#  15807 149
G03   0.01569 0.9  P
G06   0.03246 1.0  P
G10   0.00071 0.9  P
G12   0.00820 0.9  P
G13   0.00188 0.9  P
#  15871 150
G01   0.02058 0.9  P
G03   0.00071 1.0  P
G06   0.00089 0.9  P
G07   0.03106 1.0  P
G09   0.01345 1.0  P
G10   0.00649 1.0  P
G13   0.00132 0.9  P
#  15878 151
G06   0.03278 0.9  P
G07   0.02426 0.9  P
G09   0.02141 1.0  P
G10   0.02698 1.0  P
#  16512 152
G06   0.01714 0.9  P
G08   0.00031 0.9  P
G10   0.00064 0.9  P
G13   0.00045 0.9  P
G14   0.03902 0.9  P
#  16560 153
G01   0.04263 0.9  P
G05   0.00165 0.9  P
G06   0.00572 0.9  P
G07   0.03221 0.9  P
#  16605 154
G12   0.02337 0.9  P
G13   0.00789 0.9  P
G16   0.03776 0.9  P
#  16643 155
G08   0.02464 0.9  P
G10   0.00671 0.9  P
G12   0.02926 0.9  P
G13   0.00460 0.9  P
#  16800 156
G02   0.04790 0.9  P
G06   0.00266 0.9  P
G07   0.00063 0.9  P
G10   0.03548 0.9  P
#  16821 157
G04   0.00869 0.9  P
G06   0.00186 0.9  P
G08   0.01694 0.9  P
G10   0.00233 0.9  P
G13   0.00239 0.9  P
G16   0.02893 0.9  P
#  16822 158
G05   0.02608 0.9  P
G06   0.01762 0.9  P
G08   0.01728 0.9  P
G10   0.00403 0.9  P
G12   0.03474 0.9  P
G13   0.00437 0.9  P
#  16831 159
G01   0.01497 0.9  P
G02   0.06933 0.9  P
G04   0.01350 0.9  P
G05   0.00015 0.9  P
G06   0.00345 0.7  P
#  16927 160
G03   0.00347 0.9  P
G06   0.00546 0.9  P
G07   0.00071 0.9  P
#  16957 161
G01   0.03246 0.9  P
G03   0.00170 0.9  P
G04   0.00373 0.9  P
G06   0.00598 0.9  P
G07   0.00789 0.9  P
G08   0.02412 1.0  P
G09   0.01372 0.9  P
G10   0.00482 0.9  P
G12   0.02937 0.9  P
#  17092 162
G06   0.02265 0.9  P
G10   0.01561 0.9  P
G13   0.00085 0.9  P
G16   0.04403 0.9  P
#  17202 163
G03   0.02327 0.9  P
G06   0.03660 0.9  P
G07   0.00038 0.9  P
G10   0.02807 0.9  P
G12   0.03921 0.9  P
#  17321 164
G06   0.03604 0.9  P
G09   0.01890 0.9  P
G10   0.01393 0.9  P
G12   0.02485 0.9  P
#  17340 165
G02   0.03703 0.9  P
G03   0.00053 0.9  P
G06   0.00750 0.9  P
G08   0.02366 0.9  P
G09   0.01259 1.0  P
G10   0.00743 0.9  P
G12   0.04250 0.9  P
#  17570 166
G03   0.00270 0.9  P
G06   0.00111 0.9  P
G13   0.00068 0.9  P
G14   0.00579 0.9  P
#  17669 167
G06   0.01104 1.0  P
G07   0.02203 0.9  P
G10   0.00555 0.9  P
G13   0.00266 0.7  P
G16   0.04405 0.9  P
#  17746 168
G08   0.03736 0.9  P
G09   0.00031 0.9  P
G10   0.00121 0.9  P
G12   0.02052 0.9  P
#  17775 169
G06   0.03657 0.9  P
G08   0.01507 0.9  P
G12   0.03430 0.9  P
G13   0.00665 0.9  P
#  17799 170
G03   0.01249 0.9  P
G04   0.01309 0.9  P
G06   0.03519 0.9  P
G07   0.00522 0.9  P
G08   0.01206 0.9  P
G09   0.02812 0.9  P
G10   0.00493 0.9  P
G12   0.02292 0.9  P
#  17955 171
G03   0.02660 1.0  P
G06   0.02568 1.0  P
G08   0.04054 0.9  P
G13   0.00080 0.9  P
G14   0.00754 0.9  P
#  17992 172
G05   0.00071 0.9  P
G06   0.01112 0.9  P
G07   0.00243 0.9  P
G08   0.03412 0.9  P
G09   0.00651 1.0  P
G10   0.01507 0.9  P
G13   0.00049 0.9  P
#  18158 173
G01   0.03048 0.9  P
G03   0.01117 0.9  P
G04   0.00994 1.0  P
G06   0.01239 0.9  P
G07   0.00262 0.9  P
G09   0.02832 0.9  P
G10   0.00646 0.9  P
G12   0.01980 0.9  P
G13   0.00140 0.9  P
#  18249 174
G04   0.00550 1.0  P
G10   0.01238 0.9  P
G12   0.01334 0.9  P
#  18259 175
G04   0.01871 0.9  P
G08   0.05675 0.9  P
G13   0.00449 0.9  P
#  18278 176
G01   0.01619 0.9  P
G04   0.01234 0.9  P
G05   0.00682 0.9  P
G08   0.06041 0.9  P
#  18306 177
G01   0.03586 1.0  P
G06   0.00850 0.9  P
G07   0.01972 0.9  P
G09   0.03076 0.9  P
#  18533 178
G04   0.01550 0.9  P
G06   0.00760 0.9  P
G07   0.02898 0.9  P
#  18549 179
G01   0.05545 0.9  P
G02   0.08922 0.9  P
G08   0.04121 0.9  P
G09   0.02918 0.9  P
#  18688 180
G03   0.01159 0.9  P
G06   0.03933 1.0  P
G07   0.00879 0.9  P
G09   0.00509 1.0  P
G10   0.00107 0.9  P
G13   0.00353 0.9  P
